AOS 60,Common Name,Scientific Name,group,order,family,taxonomic notes,Canada,USA,Mexico,C America,Mig Status,Introduced,Nonbreeding only,PS-g,PS-g_s,PS-g_com,Global Pop Size,Global Pop Size#,Pop Size_US-Ca,Pop Size_US-Ca#,PopYr,Pop Size_US-Ca_s,Pop Size_US-Ca_com,%GL_WH-b,%WH_US-Ca-b,% Breeding Pop in US & Canada,% Breeding Pop in US & Canada#,%Pop_s,BD-g,BD area,BD-g_s,BD-g_com,ND-g,ND area,ND-g_s,ND-g_com,TB-c,TB-c_s,TB-c_com,TN-c,TN-c_s,TN-c_com,PT-c,PT-c_s,PT-c_com,trend (%/yr),trend source,lcl_90%CI,ucl_90%CI,lcl_67%CI,ucl_67%CI,RA,DF,pop change,pop change 90% lcl,pop change 90% ucl,Half-Life,CCS-b,CCS-n,CCS-max,CI,IUCN Red List 2018,Urban,Agriculture,Breeding Biome,Nonbreeding Biome,Primary Breeding Habitat,Secondary Breeding Habitat,Primary Nonbreeding Habitat,Secondary Nonbreeding Habitat
469,Mountain Plover,Charadrius montanus,shorebird,Charadriiformes,Charadriidae,Monotypic.,1,1,1,0,M,,,5,USSCP 2016,,"20,000",20000,"20,000",20000,,USSCP 2016,,100,83.81370544,100,100,USSCP 2016,3,759955,BirdLife and NatureServe (2012),,3,881845,BirdLife and NatureServe (2012),,4,PIFSC-19,changed due to calibration with TB-r,4,USSCP 2016,,5,BBS7017,,-3.11,BBS7017,-4.93,-1.65,-4.04,-2.25,0.41,73,-75.13,-89.33,-53.39,,17,17,17,Watch List - Red,NT,,"b,w",Great Plains,North American Southwest,Grasslands:  Temperate,,Grasslands:  Chihuahuan,
471,Northern Jacana,Jacana spinosa,shorebird,Charadriiformes,Jacanidae,,0,1,1,1,R,,,3,PIF CAW 2016,,,,,,,,,100,,,,"eBrd17(UsCa,WHem)",2,1051279,Natureserve,,2,1051279,Natureserve,,2,Brown et al. 2001,,2,PIFTC-02,,3,Brown et al. 2001,stable (MX-NSAC),,,,,,,,,,,,,10,10,10,,LC,,,Mesoamerica,Mesoamerica,Wetlands:  Freshwater Marsh,,Wetlands:  Freshwater Marsh,
668,Trindade Petrel,Pterodroma arminjoniana,waterbird,Procellariiformes,Procellariidae,,0,1,0,0,M,,1,5,Birdlife 2017,"ranges offshore of SE USA during non-breeding; Luigi et al. (2008) have revised the previous population estimate of 15,000 individuals globally (Brooke 2004) to just 1,130 breeding pairs.","2,250",2250,,,,,,,,,,,5,,BirdLife 2017; Panjabi-17,"breeds on Trindade Islands off the coast of Espírito Santo, Brazil.",1,,Birdlife 2017,,3,Birdlife 2017,"No major threats, but susceptible to stochastic events and human disturbance.  Introduced cats and pigs may have formerly restricted the breeding population on Trindade to inaccessible cliff sites and islets (see item 'Ecology' above) (Williams 1984, F. P. da Fonseca Neto in litt. 2000), and it is also a surface nesting species, so low altitude populations might have been eliminated by feral pigs, cats and humans from the 1700s onwards, except those in small islets surrounding the main island. Hundreds of goats (~500) and/or fire have largely removed forested habitats on the island (Murphy 1936, Olson 1981, F. P. da Fonseca Neto in litt. 2000), but the effect on breeding sites is undetermined. All feral mammals now eradicated, but house mouse Mus musculus abundant. The Brazilian Navy is possibly interested in building a small airbase on the island, which could pose threats in its construction and operation (F. P. da Fonseca Neto in litt. 2000). Experimental wind turbines and a tower for wind measurements have already been built on the island, with plans to build further wind turbines in the near future. The Martin Vaz Islands have never been inhabited and are unlikely to harbour introduced mammals (Williams 1984). The only disturbance to these populations has been the former use of the islands for occasional target practice by the navy (Williams 1984). In Round Island share breeding grounds with P. neglecta and P. heraldica, with hybridization occurring (Brown et al. 2010, 2011), which could lead to blurring of specific identity. ",3,Birdlife 2017,non-breeding threats unknown,3,BirdLife 2017,unknown trend,,,,,,,,,,,,,16,12,16,Watch List - Yel-R,VU,,,Temperate Northern Atlantic,Temperate Northern Atlantic,Islands:  Oceanic,,Oceans:  Pelagic,
752,Cattle Egret,Bubulcus ibis,waterbird,Pelecaniformes,Ardeidae,"Not recognized by del Hoyo et al. (1992) or Clements (2000) or Howard and Moore (2003), but included in treatments Peters (1979).",1,1,1,1,PM,,,2,"PIFcalc19, bbs0514(BBS), eBrd17(WHem,Glob)",extrapolated from US/Canada estimate from first source listed using %US/Canada estimated from the other source(s) listed,"48,000,000",48000000,"2,800,000",2800000,2010.5,PIFcalc19,,54.52794425,,,,"bbs0514(BBS), eBrd17(WHem,Glob)",1,35923738,"Natureserve, with Old World extrapolation",,1,50625860,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,2,Waterbird Working Group 2017,"have been declines, especially in TX, possibly due to less cattle on the landscape; large colonies have disappeared; Vermillion, William (2017): Low score probably due to perception of competitive advantage noted in LBHE cell above. Agree though, 2 or 3 seems okay. Agree with TB/TN=2 (Waterbird working group 2017)",2,Waterbird Working Group 2017,,4,BBS7017,,-1.43,BBS7017,-2.01,-0.71,-1.77,-1.00,56.04,809,-47.73,-61.91,-26.96,,9,9,9,,LC,yes,"b,w",Widespread,Widespread,Wetlands:  Generalist,,Open Country:  Developed/Disturbed,Wetlands:  Seasonally Wet Grasslands
754,Green Heron,Butorides virescens,waterbird,Pelecaniformes,Ardeidae,,1,1,1,1,PM,,,3,"PIFcalc19, bbs0514(BBS), eBrd17(WHem)",extrapolated from US/Canada estimate from first source listed using %US/Canada estimated from the other source(s) listed,"1,200,000",1200000,"770,000",770000,2010.5,PIFcalc19,,99.99166373,,,,"bbs0514(BBS), eBrd17(WHem)",1,26436577,"Natureserve, with Old World extrapolation",,1,15864703,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,3,Waterbird Working Group 2017,,3,Waterbird Working Group 2017,,5,BBS7017,"BBS data clearly contradicts Kushlan et al., no reason to question BBS data for this species",-1.85,BBS7017,-1.98,-1.71,-1.92,-1.77,0.55,2229,-58.37,-61.21,-55.47,,12,12,12,CBSD,,,,Widespread,Widespread,Wetlands:  Freshwater Marsh,,Wetlands:  Generalist,Coasts:  Saltmarsh
755,Striated Heron,Butorides striata,waterbird,Pelecaniformes,Ardeidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,1,,Natureserve; PIFSC-12,,1,0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,8,8,8,,LC,,,Neotropical,Neotropical,Wetlands:  Freshwater Marsh,,Wetlands:  Freshwater Marsh,
756,Agami Heron,Agamia agami,waterbird,Pelecaniformes,Ardeidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,1,7868582,Natureserve,,1,7868582,Natureserve,,4,MX-NSAC,,4,MX-NSAC,,3,MX-NSAC,unknown,,,,,,,,,,,,,12,12,12,,VU,,,Neotropical,Neotropical,Wetlands:  Forested,Forests:  Tropical Lowland Evergreen,Wetlands:  Forested,Forests:  Tropical Lowland Evergreen
757,Capped Heron,Pilherodius pileatus,waterbird,Pelecaniformes,Ardeidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,1,10300000,BirdLife 2016,,1,10300000,BirdLife 2016,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,,LC,,,South American Lowlands,South American Lowlands,Wetlands:  Freshwater Marsh,,Wetlands:  Freshwater Marsh,
932,Fiery-billed Aracari,Pteroglossus frantzii,landbird,Piciformes,Ramphastidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,5,18678,NatureServe,,5,18678,NatureServe,,3,PIF CAW 2014,requiere arboles con cavidades,2,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,15,14,15,Watch List - Yel-R,LC,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
933,Yellow-eared Toucanet,Selenidera spectabilis,landbird,Piciformes,Ramphastidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,4,145446,NatureServe,,4,145446,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,17,17,17,Watch List - Red,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
934,Keel-billed Toucan,Ramphastos sulfuratus,landbird,Piciformes,Ramphastidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,3,678276,Natureserve 3.0,,3,678276,Natureserve 3.0,,4,MX-NSAC,,3,MX-NSAC,requires forest,4,PIF CAW 2014,,,,,,,,,,,,,,15,14,15,Watch List - Yel-D,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
935,Yellow-throated Toucan,Ramphastos ambiguus,landbird,Piciformes,Ramphastidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,432462,NatureServe,,3,432462,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,13,13,13,,NT,,,Neotropical,Neotropical,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
937,Olivaceous Piculet,Picumnus olivaceus,landbird,Piciformes,Picidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,492377,NatureServe,,3,492377,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,es más estable en Costa Rica y Panamá,,,,,,,,,,,,,13,13,13,,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
939,Lewis's Woodpecker,Melanerpes lewis,landbird,Piciformes,Picidae,Monotypic.,1,1,1,0,PM,,,4,PIFcalc19,,"82,000",82000,"82,000",82000,2010.5,PIFcalc19,,100,,,,eBrd17(UsCa),2,1450667,Natureserve 3.0 with adjustment by PIFSC-08,"Reduced by 30%; BNA more accurately reflects restricted, drier, lower elevation of this species similar to the distribution of ponderosa pine than NS",3,638010,Natureserve 3.0,"Again, the BNA description is more accurate. The the core of the ND is more restricted but may have a wider, sporadic distribution than BD- 'generally winters within southern portion of breeding range north to sw. Oregon, central Utah, and central Colorado",4,PIFTC-02,"are threats really that high across range? (KR); benefit from fire, if old stuff left.  Riparian areas may be sinks.  DP - fire management issues will only get worse; Krueper, Dave: With climate change and increased intensity of fires (stand replacement) this species will probably continue to decline.  Camfield,Alaine [NCR]:
Listed as threatened in Canada, fire suppression, Mountain Pine Beetle and habitat loss due to development and agricuture are the biggest threats.  Suggest leaving at 4. TB score 5 in Canadian BCR strategies.",3,PIFTC-02,,5,BBS7017,,-1.96,BBS7017,-2.96,-1.11,-2.52,-1.44,0.13,187,-59.25,-76.03,-44.53,,15,15,15,Watch List - Yel-D,LC,,,Western Temperate,Western Temperate,Forests:  Temperate Western,,Forests:  Temperate Western,
432,Purple Gallinule,Porphyrio martinicus,waterbird,Gruiformes,Rallidae,Monotypic.,0,1,1,1,PM,,,4,"PIFcalc19, eBrd17(UsCa,WHem)",extrapolated from US/Canada estimate from first source listed using %US/Canada estimated from the other source(s) listed,"390,000",390000,"20,000",20000,2010.5,PIFcalc19,,99.9930545,,,,"eBrd17(UsCa,WHem)",1,13379008,Natureserve,,1,13340081,Natureserve,,3,Waterbird Working Group 2017,wetlands loss in SE USA but not as severe in latin America; uses modified wetlands like rice fields (Waterbird working group 2017),2,Waterbird Working Group 2017,uses modified habitats such ricefields,4,Waterbird Working Group 2017; BBS7017,Central America pops may be more stable (Hunter/Andres); considered stable in Delany and Scott,-1.95,BBS7017,-3.73,0.03,-2.99,-0.87,0.10,49,-50.70,-80.16,26.77,,12,11,12,,LC,,,Widespread,Neotropical,Wetlands:  Freshwater Marsh,,Wetlands:  Freshwater Marsh,
435,Common Gallinule,Gallinula galeata,waterbird,Gruiformes,Rallidae,,1,1,1,1,PM,,,2,"PIFcalc19, bbs0514(BBS), eBrd17(WHem)",extrapolated from US/Canada estimate from first source listed using %US/Canada estimated from the other source(s) listed,"5,100,000",5100000,"500,000",500000,2010.5,PIFcalc19,,100,,,,"bbs0514(BBS), eBrd17(WHem)",1,45236583,"Natureserve, with Old World extrapolation",,1,39722777,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,3,Waterbird Working Group 2017,wetlands loss in SE USA but not as severe in latin America; uses modified wetlands like rice fields (Waterbird working group 2017),2,Waterbird Working Group 2017,uses modified habitats such ricefields,3,Waterbird Working Group 2017,Shaw 2019: average PT-r in Mexico and C. America is 3.  Caribbean trends unknown (WPE5).  Waterbird Working Group 2017: Conflicting info from BBS (neg) and CBC (pos.) for US/Canada trends.  3 for uncertainty.,-1.15,BBS7017*,-1.97,-0.34,-1.67,-0.64,0.38,218,-40.15,-57.96,-9.58,,9,8,9,,LC,,,Widespread,Widespread,Wetlands:  Freshwater Marsh,,Wetlands:  Freshwater Marsh,
439,American Coot,Fulica americana,waterbird,Gruiformes,Rallidae,,1,1,1,1,PM,,,2,"PIFcalc19, bbs0514(BBS), eBrd17(WHem)",extrapolated from US/Canada estimate from first source listed using %US/Canada estimated from the other source(s) listed,"7,100,000",7100000,"5,500,000",5500000,2010.5,PIFcalc19,,100,,,,"bbs0514(BBS), eBrd17(WHem)",1,10561797,Natureserve,,1,7355452,Natureserve,,3,Waterbird Working Group 2017,,3,Waterbird Working Group 2017,recurring die-offs associated with bluegreen algae can wipe out thousands of coots at once,2,BBS7017,,0.17,BBS7017,-0.44,0.74,-0.20,0.51,3.68,1021,8.74,-18.27,50.08,,8,8,8,,LC,,,Nearctic,Widespread,Wetlands:  Freshwater Marsh,,Wetlands:  Lakes and Rivers,Coasts:  Saltmarsh
627,White-tailed Tropicbird,Phaethon lepturus,waterbird,Phaethontiformes,Phaethontidae,,0,0,1,1,M,,,4,"BNA, Lee & Walsh-McGee 1998","<200,000 pairs","<400,000",400000,,,,,,,,,,,3,,BirdLife 2017; Panjabi-17,,2,,BirdLife 2017; Panjabi-17,,4,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,15,13,15,Watch List - Yel-D,LC,,,Pantropical,Pantropical,Islands:  Oceanic,,Oceans:  Pelagic,
628,Red-billed Tropicbird,Phaethon aethereus,waterbird,Phaethontiformes,Phaethontidae,,0,0,1,1,PM,,,5,BirdLife 2015,,"8,200",8200,,,,,,,,,,,5,24500,BirdLife 2015,"Breeding colonies are widely isolated. BirdLife range presumably represents area of islands and immediate waters, where most birds are found during breeding.",1,,NatureServe,"Natureserve data for W. Hemisphere supports score of 1, regardless of additional potential range in Old World",4,Hunter-Rosenberg 2003,,3,C. Hunter 2017,impacted by fisheries; entanglement in fishing nets; bycatch,3,Kushlan et al. 2002,,,,,,,,,,,,,,17,12,17,Watch List - Red,LC,,,Pantropical,Pantropical,Islands:  Oceanic,,Oceans:  Pelagic,Coasts:  Marine Waters
629,Red-tailed Tropicbird,Phaethon rubricauda,waterbird,Phaethontiformes,Phaethontidae,,0,0,1,1,M,,,4,BNA Schreiber and Schreiber 2009,"30-40,000 pairs","70,000",70000,,,,,,,,,,,3,,BirdLife 2017; Panjabi-17,,3,,BirdLife 2017; Panjabi-17,,3,Hunter-Rosenberg 2003,,3,Hunter-Rosenberg 2003,,3,Kushlan et al. 2002,,,,,,,,,,,,,,13,13,13,,LC,,,Eastern Indo-Pacific,Eastern Indo-Pacific,Islands:  Oceanic,,Oceans:  Pelagic,
710,Wood Stork,Mycteria americana,waterbird,Ciconiiformes,Ciconiidae,Monotypic.,0,1,1,1,PM,,,4,WPE5,"2005-2011 best guess for S. America, 2005 best guess for Mexico, Caribbean, Central America, 2001-2006, census-based for SE USA.  Adult estimate assumes 2/3 of total pop. are adults.","450,000",450000,"16,000",16000,1995,BNA Coulter et al. 1999,,100,,,,"bbs0514(BBS), eBrd17(WHem)",1,13984258,Natureserve,,1,14872309,Natureserve,,4,Hunter-Rosenberg 2003,,3,Hunter-Rosenberg 2003,,3,Waterbird Working Group 2017,"Panjabi 2020: BBS shows steep increase in US, but breeding origin of these birds is unclear, so not used.  Shaw 2020: C. American PT-r's average 2 and Mexican PT-r's average 3 (Mexican Regional Assessment 2005; PIF CAW 2014)",1.59,BBS7017*,0.05,2.89,0.74,2.36,0.63,163,104.99,6.82,219.43,,12,11,12,,LC,,w,Neotropical,Neotropical,Wetlands:  Forested,Wetlands:  Freshwater Marsh,Wetlands:  Generalist,
79,Common Merganser,Mergus merganser,waterfowl,Anseriformes,Anatidae,,1,1,1,0,PM,,,3,NAWMP 2012; WPE5,,"1,900,000",1900000,"1,200,000",1200000,,NAWMP 2012,"NAWMP 2012 plan provides species-level estimate; NAWMP 2018 says 1,331,000 mergansers combined, but does not separate spp",30,,,,"eBrd17(UsCa,WHem), PIF(Glob)",1,24673827,"Natureserve, with Old World extrapolation",,1,22767150,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,2,PIFTC-02,,2,PIFTC-02,,3,BBS7017,"PIFSC-19: BBS trend supported by Canadian Coastal Waterfowl Survey.  Most aerial surveys don't differentiate at the species level, so can't use USFWS Breeding Population surveys.",-0.44,BBS7017,-1.42,0.31,-1.00,0.01,0.26,931,-17.62,-43.19,23.70,,9,9,9,,LC,,,Northern Forest,Nearctic,Wetlands:  Forested,Wetlands:  Lakes and Rivers,Wetlands:  Lakes and Rivers,
80,Red-breasted Merganser,Mergus serrator,waterfowl,Anseriformes,Anatidae,Monotypic.,1,1,1,1,M,,,3,NAWMP 2012; WPE5,"3 of 5 estimates in WPE were non-breeding survveys, assumed other two were also; only NAWMP assumed to be breeding survey","600,000",600000,"400,000",400000,,NAWMP 2012,"NAWMP 2012 plan provides species-level estimate; NAWMP 2018 says 1,331,000 mergansers combined, but does not separate spp",40,,,,"eBrd17(UsCa,WHem), PIF(Glob)",1,19960485,"Natureserve, with Old World extrapolation",,2,2446473,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,2,PIFTC-02,,2,PIFTC-02,,3,PIFSC-20,"Rosenberg 2020: because CBC (annual trend = 0.5538%) and BBS (annual trend = -3.25%) so conflicting, and neither survey is obviously better, PT=3 for uncertainty",-3.25,BBS7017*,-5.52,-1.12,-4.57,-2.00,0.07,71,-73.25,-92.24,-32.58,,9,10,10,,LC,,,Arctic,Nearctic,Wetlands:  Tundra,Wetlands:  Boreal,Coasts:  Marine Waters,Coasts:  Beach and Estuary
81,Masked Duck,Nomonyx dominicus,waterfowl,Anseriformes,Anatidae,Monotypic.,0,1,1,1,R,,,4,Gomez-Panjabi–PS-g midpoint,,"200,000",200000,<10,10,,Gustafson-19,nesting twice per Lockwood and Freeman (2014).  Other nesting records are presumed.  Safe to say population is tiny. (Gustafson-19),100,0.568182945,<1,0.005,Gomez-Panjabi; Gustafson-19,1,8424454,Natureserve,,1,8424454,Natureserve,,3,TrUST 2016,"Some range expansion into Texas, but Mexicans scored 3/3, so 3/3 it is (TrUST 2016).",3,TrUST 2016,"Some range expansion into Texas, but Mexicans scored 3/3, so 3/3 it is (TrUST 2016).",3,NAWMP 2004,unknown,,,,,,,,,,,,,11,11,11,,LC,,,Neotropical,Neotropical,Wetlands:  Freshwater Marsh,,Wetlands:  Freshwater Marsh,
82,Ruddy Duck,Oxyura jamaicensis,waterfowl,Anseriformes,Anatidae,,1,1,1,1,M,,,3,PIFcalc19,"only 1,500 breed in the Caribbean (NAWMP 2012), sporadic local breeder in Mexico and Central America (BNA Brua 2002) so pop size unknown but presumably relatively small, with 3,500 naturalized in Europe as of 1992 (but expanding, BNA Brua 2002), so no difference from global estimate given the uncertainty in the estimates","1,300,000",1300000,"<1,300,000",1300000,2010.5,PIFcalc19,"only 1,500 breed in the Caribbean (NAWMP 2012), sporadic local breeder in Mexico and Central America (BNA Brua 2002) so pop size there unknown but presumably relatively small, with 3,500 naturalized in Europe as of 1992 (but expanding, BNA Brua 2002), so no difference from global estimate given the uncertainty in the estimates",99,,,,"bbs0514(BBS), eBrd17(WHem), PIF(Glob)",1,7522493,"Natureserve, with Old World extrapolation",,1,6046492,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,3,TrUST 2016,"3 for TB seems appropriate, similar to Redhead. Most similar to LESC in migration. Change winter score to 2, no discernible threats (TrUST 2016).",2,TrUST 2016,"3 for TB seems appropriate, similar to Redhead. Most similar to LESC in migration. Change winter score to 2, no discernible threats (TrUST 2016).",1,BBS7017,"Rosenberg 2019: increasing BBS trend looks solid (458 routes), and increases in most BCRs",1.72,BBS7017,0.97,2.48,1.28,2.17,1.58,458,119.32,54.13,220.53,,8,7,8,,LC,,,Nearctic,Widespread,Wetlands:  Seasonally Wet Grasslands,Wetlands:  Freshwater Marsh,Wetlands:  Lakes and Rivers,Coasts:  Marine Waters
83,Plain Chachalaca,Ortalis vetula,landbird,Galliformes,Cracidae,,0,1,1,1,R,,,3,PIFTC-02–PS-g midpoint,"can't use BBS-15 estimate of 900 US/Canada, 8000 globally, since based on just 1 BBS route (PIFSC-18).","2,000,000",2000000,"<2,500",2500,,PIFSC-16,Bentsen alone has 150-200 at one feeding station.  Becoming an urban bird in cities with mature forest. (M Gustafson),100,11.35976887,0.125,0.125,PIFTC-02; PIFSC-16,3,600842,Natureserve 3.0,,3,600842,Natureserve 3.0,,2,PIFTC-02,"widespread and not as highly threatened below U.S. border; edge bird.  But gets hunted out fast; tolerant of disturbance during breeding season (MX-NSAC).  see previous comment about hunting; seems to need at least areas of native habitat, even if disturbed -- do these not add up to ""moderate"" threats? (KVR)",2,PIFTC-02,tolerant of disturbance,3,MX-NSAC 2008,"has declined in northern part of range (i.e., Tamp. thornscrub); PT=3 better overall (AP)",,,,,,,,,,,,,11,11,11,,LC,yes,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
