AOS 60,Common Name,Scientific Name,group,order,family,taxonomic notes,Canada,USA,Mexico,C America,Mig Status,Introduced,Nonbreeding only,PS-g,PS-g_s,PS-g_com,Global Pop Size,Global Pop Size#,Pop Size_US-Ca,Pop Size_US-Ca#,PopYr,Pop Size_US-Ca_s,Pop Size_US-Ca_com,%GL_WH-b,%WH_US-Ca-b,% Breeding Pop in US & Canada,% Breeding Pop in US & Canada#,%Pop_s,BD-g,BD area,BD-g_s,BD-g_com,ND-g,ND area,ND-g_s,ND-g_com,TB-c,TB-c_s,TB-c_com,TN-c,TN-c_s,TN-c_com,PT-c,PT-c_s,PT-c_com,trend (%/yr),trend source,lcl_90%CI,ucl_90%CI,lcl_67%CI,ucl_67%CI,RA,DF,pop change,pop change 90% lcl,pop change 90% ucl,Half-Life,CCS-b,CCS-n,CCS-max,CI,IUCN Red List 2018,Urban,Agriculture,Breeding Biome,Nonbreeding Biome,Primary Breeding Habitat,Secondary Breeding Habitat,Primary Nonbreeding Habitat,Secondary Nonbreeding Habitat
1982,Olive-crowned Yellowthroat,Geothlypis semiflava,landbird,Passeriformes,Parulidae,,0,0,0,1,R,,,3,PIF CAW 2016,"""Chiriqui Yellowthroat"" was transferred from Masked Yellowthroat to Olive-crowned, but presumably doesn't affect PS-g score since it's a narrow endemic (BCR 2019)",,,,,,,,,,,,,4,212783,NatureServe,"Chiriqui Foliage-Gleaner transferred from Masked Yellowthroat overlaps with existing Olive-crowned Yellowthroat range, so no additional extent",4,212783,NatureServe,"Chiriqui Foliage-Gleaner transferred from Masked Yellowthroat overlaps with existing Olive-crowned Yellowthroat range, so no additional extent",3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,13,13,13,,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Montane Evergreen,Wetlands:  Freshwater Marsh,Forests:  Tropical Montane Evergreen,Wetlands:  Freshwater Marsh
1983,Black-polled Yellowthroat,Geothlypis speciosa,landbird,Passeriformes,Parulidae,,0,0,1,0,R,,,5,Gomez-Panjabi,,,,,,,,,,,,,,5,30406,Natureserve 3.0,,5,30406,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,extreme habitat loss,5,MX-NSAC,,,,,,,,,,,,,,20,20,20,Watch List - Red,EN,,,Mesoamerican Highlands,Mesoamerican Highlands,Wetlands:  Freshwater Marsh,,Wetlands:  Freshwater Marsh,
1984,Belding's Yellowthroat,Geothlypis beldingi,landbird,Passeriformes,Parulidae,,0,0,1,0,R,,,5,Gomez-Panjabi,,,,,,,,,,,,,,5,42177,Natureserve 3.0,,5,42177,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,extreme habitat loss,5,MX-NSAC,,,,,,,,,,,,,,20,20,20,Watch List - Red,VU,,,North American Southwest,North American Southwest,Wetlands:  Freshwater Marsh,,Wetlands:  Freshwater Marsh,
1986,Altamira Yellowthroat,Geothlypis flavovelata,landbird,Passeriformes,Parulidae,Monotypic.,0,0,1,0,R,,,5,Gomez-Panjabi,,,,,,,,,,,,,,5,58953,Natureserve 3.0,,5,58953,Natureserve 3.0,,5,PIFTC-02,Mexicans scored; extreme habitat loss (MX-NSAC).,5,PIFTC-02,Mexicans scored; extreme habitat loss,5,MX-NSAC,,,,,,,,,,,,,,20,20,20,Watch List - Red,VU,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Wetlands:  Freshwater Marsh,,Wetlands:  Freshwater Marsh,
1987,Common Yellowthroat,Geothlypis trichas,landbird,Passeriformes,Parulidae,,1,1,1,1,PM,,,1,PIFcalc19,,"77,000,000",77000000,"76,000,000",76000000,2010.5,PIFcalc19,,100,97.58068085,97.58068,97.58068085,"bbs0514(UsCa), eBrd17(WHem)",1,11108512,Natureserve 3.0,,2,3395587,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,,4,BBS7017,,-0.88,BBS7017,-1.02,-0.75,-0.97,-0.81,8.65,3858,-34.03,-37.85,-29.90,93,8,9,9,,LC,,w,Nearctic,Widespread,Open Country:  Habitat Mosaic,Wetlands:  Freshwater Marsh,Open Country:  Habitat Mosaic,Wetlands:  Freshwater Marsh
1988,Hooded Yellowthroat,Geothlypis nelsoni,landbird,Passeriformes,Parulidae,,0,0,1,0,R,,,5,Gomez-Panjabi,local within mapped range,,,,,,,,,,,,,4,117527,Natureserve 3.0,,4,117527,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,"scrub, chapparal",3,MX-NSAC,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Aridlands:  Tropical Arid Scrub,,Aridlands:  Tropical Arid Scrub,
1996,Cape May Warbler,Setophaga tigrina,landbird,Passeriformes,Parulidae,Monotypic.,1,1,1,1,M,,,2,PIFcalc19,,"7,000,000",7000000,"7,000,000",7000000,2010.5,PIFcalc19,,100,99.99752045,99.99752,99.99752045,bbs0514(UsCa),2,2563513,Natureserve 3.0,,3,610359,Natureserve 3.0,,2,PIFSC-19,changed due to calibration with TB-r; Reviewers justify score of 2 in BCRs 7 and 8 (61%pop),3,PIFTC-02,"still requires native forest or woodland habitats in main part of winter range, although tolerant of disturbance (KVR)",4,BBS7017,,-1.01,BBS7017,-2.43,0.10,-1.78,-0.34,0.92,499,-33.58,-61.06,13.52,,10,12,12,,LC,,,Northern Forest,Caribbean,Forests:  Boreal,,Islands:  Terrestrial Habitats,
1903,Yellow-winged Cacique,Cassiculus melanicterus,landbird,Passeriformes,Icteridae,Monotypic. Formerly placed in the genus Cacicus.,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,4,229708,Natureserve 3.0,,4,229708,Natureserve 3.0,,3,MX-NSAC,global scores should reflect regional expert's opinion.,3,MX-NSAC,requires forest,3,PIF CAW 2014,,,,,,,,,,,,,,14,14,14,Watch List - Yel-R,LC,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
1908,Scarlet-rumped Cacique,Cacicus uropygialis,landbird,Passeriformes,Icteridae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,406150,NatureServe,,3,406150,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,Solo ha perdido población Nicaragua,,,,,,,,,,,,,13,13,13,,,,,Neotropical,Neotropical,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1909,Yellow-rumped Cacique,Cacicus cela,landbird,Passeriformes,Icteridae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,1,8888166,NatureServe,,1,8888166,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,10,10,10,,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1904,Crested Oropendola,Psarocolius decumanus,landbird,Passeriformes,Icteridae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,1,10615751,NatureServe,,1,10615751,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,9,9,9,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1691,Yellowish Pipit,Anthus lutescens,landbird,Passeriformes,Motacillidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,1,7237024,NatureServe,,1,7237024,NatureServe,,4,PIF CAW 2014,afectado por la ganadería y cultivos de azucar y arroz,4,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,10,10,10,,LC,,b,South American Lowlands,South American Lowlands,Grasslands:  Tropical,,Grasslands:  Tropical,
1698,Scrub Euphonia,Euphonia affinis,landbird,Passeriformes,Fringillidae,,0,0,1,1,R,,,3,Gomez-Panjabi,,,,,,,,,,,,,,3,726515,Natureserve 3.0,,3,726515,Natureserve 3.0,,2,PIF CAW 2014,majority of range in MX; global score should reflect regional experts' opinion; Se sugiere que TB y TN se califique como 2 (PIF CAW),2,PIF CAW 2014,tolerant of disturbance.  Se sugiere que TB y TN se califique como 2 (PIF CAW).,3,PIF CAW 2014,,,,,,,,,,,,,,11,11,11,,LC,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
1699,Yellow-crowned Euphonia,Euphonia luteicapilla,landbird,Passeriformes,Fringillidae,Monotypic.,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,111975,NatureServe,,4,111975,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,11,11,11,,LC,,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1700,Thick-billed Euphonia,Euphonia laniirostris,landbird,Passeriformes,Fringillidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,1,4086641,NatureServe,,1,4086641,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,7,7,7,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1701,Yellow-throated Euphonia,Euphonia hirundinacea,landbird,Passeriformes,Fringillidae,,0,0,1,1,R,,,3,Gomez-Panjabi,problem with breeding range size,,,,,,,,,,,,,3,611469,Natureserve 3.0,shape file origin codes reversed (now fixed in analysis program),3,617072,Natureserve 3.0,shape file origin codes reversed (now fixed in analysis program)Ken comment: shape file origin codes reversed (now fixed in analysis program),3,PIFTC-old,"Mexicans should score, doesn't breed in US-CB; requires forest (MX-NSAC).",3,PIFTC-old,requires forest,3,PIF CAW 2014,mainly a species of semi-open areas.; mainly a species of semi-open areas.,,,,,,,,,,,,,12,12,12,,LC,,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1703,Elegant Euphonia,Euphonia elegantissima,landbird,Passeriformes,Fringillidae,,0,0,1,1,R,,,4,Gomez-Panjabi,local within mapped range,,,,,,,,,,,,,3,464921,Natureserve 3.0,,3,464921,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,less selective in habitat use during non-breeding season,4,PIF CAW 2014,,,,,,,,,,,,,,14,14,14,Watch List - Yel-R,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Pine-Oak,Forests:  Tropical Montane Evergreen,Forests:  Mesoamerican Pine-Oak,Forests:  Tropical Montane Evergreen
1704,Fulvous-vented Euphonia,Euphonia fulvicrissa,landbird,Passeriformes,Fringillidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,197986,NatureServe,,4,197986,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,13,13,13,,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1705,Spot-crowned Euphonia,Euphonia imitans,landbird,Passeriformes,Fringillidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,5,14924,NatureServe,,5,14924,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1706,Olive-backed Euphonia,Euphonia gouldi,landbird,Passeriformes,Fringillidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,3,327696,Natureserve 3.0,,3,327696,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid evergreen forest,4,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1760,House Finch,Haemorhous mexicanus,landbird,Passeriformes,Fringillidae,,1,1,1,0,R,,,2,PIFcalc19,,"40,000,000",40000000,"33,000,000",33000000,2010.5,PIFcalc19,,100,82.21787262,82.21787,82.21787262,"bbs0514(UsCa), eBrd17(WHem)",1,7550911,Natureserve 3.0,,1,7550911,Natureserve 3.0,,1,PIFTC-02,,1,PIFTC-02,,2,BBS7017,,0.38,BBS7017,0.12,0.63,0.22,0.53,6.19,3042,19.53,5.38,34.58,70,6,6,6,,LC,yes,,Nearctic,Nearctic,Open Country:  Habitat Mosaic,Aridlands:  Desert Scrub,Open Country:  Habitat Mosaic,Aridlands:  Desert Scrub
1761,Purple Finch,Haemorhous purpureus,landbird,Passeriformes,Fringillidae,,1,1,1,0,PM,,,2,PIFcalc19,,"6,500,000",6500000,"6,500,000",6500000,2010.5,PIFcalc19,,100,,,,bbs0514(UsCa),1,4516639,Natureserve 3.0,,1,4586271,Natureserve 3.0,,2,PIFSC-15,"What is the threat?  Used edge, parks, orchards--but, something is causing decline.  Pacific populations may be more threatened; check this (KVR); Camfield,Alaine [NCR]: Most TBs are 3 in Canadian BCRs.  Highest threats in Pacific Region include habitat loss due to urban development and mountain pine beetle.  Rangewide, but lower magnitude threats related to logging.",2,PIFTC-02,,4,BBS7017,,-1.27,BBS7017,-1.55,-0.96,-1.44,-1.08,1.63,1453,-44.95,-51.83,-35.60,82,9,9,9,,LC,yes,,Nearctic,Nearctic,Forests:  Boreal,Forests:  Temperate Western,Forests:  Temperate Eastern,Forests:  Temperate Western
1762,Cassin's Finch,Haemorhous cassinii,landbird,Passeriformes,Fringillidae,Monotypic.,1,1,1,0,PM,,,3,PIFcalc19,,"3,200,000",3200000,"3,200,000",3200000,2010.5,PIFcalc19,,100,99.56845093,99.56845,99.56845093,"bbs0514(UsCa), eBrd17(WHem)",2,1499607,Natureserve 3.0,,2,2639866,Natureserve 3.0,,3,PIFTC-02,,3,PIFTC-02,"Still dependent on forests in winter, or extensive use of towns and feeders? (KVR); uses feeders in winter, but mostly dependent on cone crops; loss of poderosa pine forests to recent wildlfires (likely climate-change induced) is an increasing threat, suggest 3. (Panjabi)",5,BBS7017,,-2.00,BBS7017,-2.52,-1.43,-2.33,-1.67,2.03,460,-60.87,-68.51,-49.68,138,13,13,13,Watch List - Yel-D,NT,,,Intermountain West,Intermountain West,Forests:  Temperate Western,,Forests:  Temperate Western,
1768,Red Crossbill,Loxia curvirostra,landbird,Passeriformes,Fringillidae,,1,1,1,1,PM,,,2,PIFcalc19,,"26,000,000",26000000,"9,600,000",9600000,2010.5,PIFcalc19,,40,92.20870972,36.88348,36.88348389,"bbs0514(UsCa), eBrd17(WHem), PIF(Glob)",1,16842625,Natureserve 3.0,,1,29976475,Natureserve 3.0,,3,PIFTC-02,"Range limited to zone where logging is ongoing.  Needs 60+ yr old trees in ALL parts of range; Rosenberg: threats higher due to boreal forestry? Panjabi: even if negatively affected by forestry practices in the boreal, I suggest threats are not severe rangewide, although they may be for some subspecific types.",3,PIFTC-02,,2,BBS7017,,0.08,BBS7017,-0.67,0.81,-0.35,0.50,5.88,805,4.03,-30.93,43.51,,8,8,8,,LC,,,Nearctic,Nearctic,Forests:  Temperate Generalist,,Forests:  Temperate Generalist,
1769,Cassia Crossbill,Loxia sinesciuris,landbird,Passeriformes,Fringillidae,,0,1,0,0,R,,,5,Benkman 2018,Fall 2016 estimate includes young birds but is after juvenile mortality bottleneck,"5,800",5800,"5,800",5800,,Benkman 2018,,100,,,,Benkman 2018,5,70,Benkman 2018,95% of range in Sawtooth N.F.,5,70,Benkman 2018,95% of range in Sawtooth N.F.,5,Benkman 2018,projected 2-3 months of hot days that cause serotinous cones to open prematurely and lodgepole pine recruitment projected to end by 2050 (Coops and Waring 2011) with increased fire frequency due to climate change and cheatgrass.,5,Benkman 2018,projected 2-3 months of hot days that cause serotinous cones to open prematurely and lodgepole pine recruitment projected to end by 2050 (Coops and Waring 2011) with increased fire frequency due to climate change and cheatgrass.,2,Benkman 2018,"Declined by 80% from 2003-2011 due to 4 years of >4 days over 90 degrees F that cause annual survival rate to drop from 70% to 40%, but have rebounded since then; 2015 reached 90% of 2003 pop",,,,,,,,,,,,,17,17,17,Watch List - Red,,,,Intermountain West,Intermountain West,Forests:  Temperate Western,,Forests:  Temperate Western,
1771,White-winged Crossbill,Loxia leucoptera,landbird,Passeriformes,Fringillidae,,1,1,0,0,PM,,,1,PIFcalc19,,"79,000,000",79000000,"40,000,000",40000000,2010.5,PIFcalc19,,50,100,50,50,"bbs0514(UsCa), eBrd17(WHem), PIF(Glob)",1,16042276,Natureserve 3.0,,1,24053916,Natureserve 3.0,,3,PIFTC-02,More wide-spread and generalist than Red Crossbill; Rosenberg: threats higher due to boreal forestry? Blancher: suggest leaving at 3.,3,PIFTC-02,still dependent on spruce cone crops in mature forests in most winters across range (KVR); increasing wildfires in Alaska and elsewhere in the Boreal will reduce habitat and food for this species (Panjabi),1,BBS7017,irruptive on CBC; variable trend; reliance on 1st yr vs. last year analysis of CBC data may be misleading,2.75,BBS7017,1.05,4.47,1.80,3.76,3.17,410,192.90,31.29,471.35,,6,6,6,,LC,,,Northern Forest,Nearctic,Forests:  Boreal,Forests:  Temperate Western,Forests:  Boreal,
1765,Common Redpoll,Acanthis flammea,landbird,Passeriformes,Fringillidae,,1,1,0,0,PM,,,1,PIFcalc19,,"250,000,000",250000000,"76,000,000",76000000,2010.5,PIFcalc19,,30,100,30,30,"eBrd17(UsCa,WHem), PIF(Glob)",1,16578913,Natureserve 3.0,,1,36065450,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,,5,BBS9317,"irruptive on CBC, so BBS is a superior data source.",-2.66,BBS9317,-4.15,-0.71,,,11.40,111,-42.85,-66.00,-18.46,,9,9,9,CBSD,LC,,,Arctic,Nearctic,Tundra:  Arctic,Forests:  Boreal,Open Country:  Habitat Mosaic,
1767,Hoary Redpoll,Acanthis hornemanni,landbird,Passeriformes,Fringillidae,,1,1,0,0,M,,,2,PIFcalc19,Pete Blancher split out BBS counts of unidentified Common/Hoary Redpoll based on 2005-2014 ratio of positively identified birds,"28,000,000",28000000,"14,000,000",14000000,2010.5,PIFcalc19,,50,,,,"eBrd17(UsCa,WHem), PIF(Glob)",1,4789564,Natureserve 3.0,,1,21361264,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,,3,PIFSC-19,"irruptive on CBC; variable trend.  Rosenberg 2019: CBC annual trend (2.3956%) could reflect change in identification skills, so suspect.  PIFSC-19: 3 for uncertainty.",2.40,CBC7017*,-0.87,5.43,0.60,4.19,3.26,191,96.08,-33.10,462.14,,8,8,8,,,,,Arctic,Nearctic,Tundra:  Arctic,,Open Country:  Habitat Mosaic,
1774,Pine Siskin,Spinus pinus,landbird,Passeriformes,Fringillidae,,1,1,1,1,PM,,,2,PIFcalc19,,"46,000,000",46000000,"45,000,000",45000000,2010.5,PIFcalc19,,100,97.11465454,97.11465,97.11465454,"bbs0514(UsCa), eBrd17(WHem)",1,7779269,Natureserve 3.0,,1,11945991,Natureserve 3.0,,2,PIFTC-02,"adaptable, but not enhanced by human disturbance (KR).",2,PIFTC-02,"adaptable, but not enhanced by human disturbance (KR)",5,BBS7017,,-3.38,BBS7017,-3.87,-2.93,-3.66,-3.12,17.16,1478,-79.68,-83.68,-74.38,23,10,10,10,CBSD,LC,yes,,Nearctic,Nearctic,Forests:  Boreal,Forests:  Temperate Western,Forests:  Temperate Generalist,
1775,Black-capped Siskin,Spinus atriceps,landbird,Passeriformes,Fringillidae,Monotypic.,0,0,1,1,R,,,5,Gomez-Panjabi,,,,,,,,,,,,,,5,50226,Natureserve 3.0,,5,50226,Natureserve 3.0,,3,MX-NSAC,global score should reflect regional expert's opinion.,3,MX-NSAC,requires forest; severe habitat deterioration expected,4,PIF CAW 2014,,,,,,,,,,,,,,17,17,17,Watch List - Red,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Pine-Oak,,Forests:  Mesoamerican Pine-Oak,
1776,Black-headed Siskin,Spinus notatus,landbird,Passeriformes,Fringillidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,3,486560,Natureserve 3.0,,3,486560,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,"requires forest, but uses edge, plantations, etc.",4,PIF CAW 2014,,,,,,,,,,,,,,14,14,14,Watch List - Yel-R,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Pine-Oak,Forests:  Tropical Montane Evergreen,Forests:  Mesoamerican Pine-Oak,Forests:  Tropical Montane Evergreen
1777,Yellow-bellied Siskin,Spinus xanthogastrus,landbird,Passeriformes,Fringillidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,153484,NatureServe,,4,153484,NatureServe,,3,PIF CAW 2014,afectada por el trafico; aunque puede ser afectada por cambio climático es una generalista y no está limitada a las alturas,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,13,13,13,,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1780,Lesser Goldfinch,Spinus psaltria,landbird,Passeriformes,Fringillidae,,0,1,1,1,PM,,,2,PIFcalc19,,"15,000,000",15000000,"5,700,000",5700000,2010.5,PIFcalc19,,100,38.16899109,38.16899,38.16899109,"bbs0514(UsCa), eBrd17(WHem)",2,3938634,Natureserve 3.0,,2,2903855,Natureserve 3.0,,2,PIFTC-02,W. riparian issues (KR); quite widespread and use other habitats; tolerant of disturbance; used for cage-bird trade (MX-NSAC).,2,PIFTC-02,bird trade pressures in Mexico (KR); tolerant of disturbance; used for cage-bird trade,1,BBS7017,,0.98,BBS7017,0.61,1.39,0.76,1.23,2.53,577,56.98,32.19,88.72,,7,7,7,,LC,yes,,Western Temperate,Western Temperate,Forests:  Temperate Western,Forests:  Mesoamerican Pine-Oak,Open Country:  Habitat Mosaic,
1781,Lawrence's Goldfinch,Spinus lawrencei,landbird,Passeriformes,Fringillidae,Monotypic.,0,1,1,0,PM,,,4,PIFcalc19,,"380,000",380000,"350,000",350000,2010.5,PIFcalc19,,100,91.38450623,91.38451,91.38450623,"eBrd17(UsCa,WHem)",4,139332,Natureserve 3.0,,3,335841,Natureserve 3.0,,3,PIFTC-02,Scrubby oak riparian; poorly known.,2,PIFTC-02,"Not more riparian in winter than other goldfinches.  still dependent on native chaparral or riparian in most winters, or extensive use of human-altered areas? (KVR);",4,BBS7017,,-0.74,BBS7017,-2.01,0.48,-1.42,-0.06,1.90,92,-28.10,-64.11,25.87,108,15,13,15,Watch List - Yel-R,LC,,,Pacific North America,North American Southwest,Aridlands:  Chaparral,Aridlands:  Desert Riparian,Aridlands:  Desert Scrub,Aridlands:  Chaparral
1782,American Goldfinch,Spinus tristis,landbird,Passeriformes,Fringillidae,,1,1,1,0,PM,,,2,PIFcalc19,,"44,000,000",44000000,"44,000,000",44000000,2010.5,PIFcalc19,,100,99.99317932,99.99318,99.99317932,bbs0514(UsCa),1,7508019,Natureserve 3.0,,1,7626914,Natureserve 3.0,,1,PIFTC-02,"DD= BNA supports that agriculture (e.g. sunflowers) supplemental feeding, clearing of forest have overall benefitted this species.  Likely that continued trends in habitat use will favor it as well.",1,PIFTC-02,"adaptable, but not enhanced by human disturbance (KR). DD=???, leaning toward TN 1 (agriculture, sunflowers, supplemental feeding, clearing of forest).  BNA supports TN 1.  If pops enhanced in nonbreeding season to the extent of TN 1, then are nesting lim",2,BBS7017,,0.06,BBS7017,-0.05,0.15,0.00,0.11,6.05,3417,2.65,-1.32,7.21,123,6,6,6,,LC,yes,,Nearctic,Nearctic,Open Country:  Habitat Mosaic,,Open Country:  Habitat Mosaic,
1710,Hooded Grosbeak,Coccothraustes abeillei,landbird,Passeriformes,Fringillidae,,0,0,1,1,R,,,5,Gomez-Panjabi,,,,,,,,,,,,,,4,251937,Natureserve 3.0,,4,251937,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid forest,4,PIF CAW 2014,,,,,,,,,,,,,,17,17,17,Watch List - Red,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Tropical Montane Evergreen,Forests:  Mesoamerican Highland,Forests:  Tropical Montane Evergreen,Forests:  Mesoamerican Highland
1711,Evening Grosbeak,Coccothraustes vespertinus,landbird,Passeriformes,Fringillidae,,1,1,1,0,PM,,,3,PIFcalc19,,"3,800,000",3800000,"3,800,000",3800000,2010.5,PIFcalc19,,100,99.50561523,99.50562,99.50561523,"bbs0514(UsCa), eBrd17(WHem)",2,3930887,Natureserve 3.0,,1,9630990,Natureserve 3.0,,3,PIFSC-Dec-08,Rosenberg: threatened by forest cutting in boreal (could be '4?').  See previous comment -- check all boreal forest species now with Canadian experts. (KVR),2,PIFTC-02,,5,BBS7017,,-5.00,BBS7017,-5.76,-4.34,-5.45,-4.59,3.38,1040,-90.39,-93.75,-86.72,38,13,11,13,Watch List - Yel-D,VU,,,Northern Forest,Nearctic,Forests:  Boreal,Forests:  Temperate Western,Forests:  Temperate Generalist,
1784,Lapland Longspur,Calcarius lapponicus,landbird,Passeriformes,Calcariidae,,1,1,0,0,M,,,1,PIFcalc19,,"140,000,000",140000000,"68,000,000",68000000,2010.5,PIFcalc19,,50,100,50,50,"eBrd17(UsCa,WHem), PIF(Glob)",1,6644664,Natureserve 3.0,,1,15828604,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,,2,CBC7017,"Shaw 2020: CBC has better coverage of this species' range than expanded BBS (annual trend of -0.9041%), so used CBC",2.15,CBC7017,-0.60,4.41,0.68,3.49,16.63,907,172.02,,,,6,6,6,,LC,,w,Arctic,Nearctic,Tundra:  Arctic,,Open Country:  Developed/Disturbed,Coasts:  Beach and Estuary
